Origin State,Origin County,Count
California,Santa Cruz County,1
California,Santa Barbara County,1
California,San Mateo County,1
California,San Luis Obispo County,1
California,San Joaquin County,1
California,San Francisco County,1
California,San Diego County,1
California,San Bernardino County,1
California,San Benito County,1
California,Sacramento County,1
California,Fresno County,1
California,Del Norte County,1
Illinois,McDonough County,1
Arizona,Mohave County,1
Arizona,Coconino County,1
Arizona,Cochise County,1
Arizona,Apache County,1
Alaska,Valdez-Cordova Census Area,1
Alaska,Sitka City and Borough,1
Alaska,Kenai Peninsula Borough,1
Alaska,Anchorage Municipality,1
Alaska,Aleutians West Census Area,1
Alabama,Tuscaloosa County,1
Alabama,Shelby County,1
Alabama,Mobile County,1
Alabama,Madison County,1
Alabama,Macon County,1
Alabama,Lee County,1
Alabama,Lauderdale County,1
Alabama,Jefferson County,1
Alabama,Calhoun County,1
Arizona,Maricopa County,1
Arizona,Pima County,1
California,Contra Costa County,1
Arizona,Pinal County,1
California,Colusa County,1
California,Calaveras County,1
California,Butte County,1
California,Amador County,1
California,Alameda County,1
Arkansas,Washington County,1
Arkansas,Sebastian County,1
Arkansas,Phillips County,1
Arkansas,Logan County,1
Arkansas,Jefferson County,1
Arkansas,Hot Spring County,1
Arkansas,Faulkner County,1
Arkansas,Desha County,1
Arkansas,Boone County,1
Arkansas,Benton County,1
Arizona,Yuma County,1
Arizona,Yavapai County,1
California,Trinity County,1
California,Tulare County,1
California,Tuolumne County,1
Georgia,Lowndes County,1
Georgia,Houston County,1
Georgia,Henry County,1
Georgia,Gwinnett County,1
Georgia,Fulton County,1
Georgia,Floyd County,1
Georgia,Fayette County,1
Georgia,DeKalb County,1
Georgia,Cobb County,1
Georgia,Clarke County,1
Georgia,Chatham County,1
Georgia,Carroll County,1
Georgia,Bulloch County,1
Florida,Volusia County,1
Florida,Sumter County,1
Florida,St. Lucie County,1
Florida,Seminole County,1
Florida,Santa Rosa County,1
Georgia,Liberty County,1
Georgia,Richmond County,1
California,Ventura County,1
Louisiana,St. Tammany Parish,1
Illinois,Madison County,1
Illinois,Lake County,1
Illinois,Kane County,1
Illinois,DuPage County,1
Illinois,Cook County,1
Illinois,Champaign County,1
Idaho,Payette County,1
Idaho,Nez Perce County,1
Idaho,Madison County,1
Idaho,Kootenai County,1
Idaho,Canyon County,1
Idaho,Bingham County,1
Idaho,Bannock County,1
Idaho,Ada County,1
Hawaii,Maui County,1
Hawaii,Kauai County,1
Hawaii,Honolulu County,1
Florida,Polk County,1
Florida,Pinellas County,1
Florida,Pasco County,1
Florida,Palm Beach County,1
Colorado,Pitkin County,1
Colorado,Montezuma County,1
Colorado,Mesa County,1
Colorado,Logan County,1
Colorado,Larimer County,1
Colorado,Jefferson County,1
Colorado,El Paso County,1
Colorado,Douglas County,1
Colorado,Denver County,1
Colorado,Cheyenne County,1
Colorado,Chaffee County,1
Colorado,Broomfield County,1
Colorado,Boulder County,1
Colorado,Arapahoe County,1
Colorado,Adams County,1
California,Yuba County,1
California,Yolo County,1
Colorado,Pueblo County,1
Colorado,Routt County,1
Colorado,Weld County,1
Florida,Hillsborough County,1
Florida,Orange County,1
Florida,Okaloosa County,1
Florida,Monroe County,1
Florida,Miami-Dade County,1
Florida,Leon County,1
Florida,Lee County,1
Florida,Indian River County,1
Florida,Escambia County,1
Delaware,New Castle County,1
Florida,Duval County,1
Florida,Collier County,1
Florida,Broward County,1
Florida,Brevard County,1
Florida,Alachua County,1
District of Columbia,District of Columbia,1
Delaware,Sussex County,1
Louisiana,St. Martin Parish,1
Mississippi,Lafayette County,1
Louisiana,Terrebonne Parish,1
Texas,Fort Bend County,1
Texas,Austin County,1
Texas,Bell County,1
Texas,Bexar County,1
Texas,Brazoria County,1
Texas,Brazos County,1
Texas,Childress County,1
Texas,Clay County,1
Texas,Collin County,1
Texas,Concho County,1
Texas,Dallas County,1
Texas,Denton County,1
Texas,El Paso County,1
Texas,Galveston County,1
Texas,Reeves County,1
Texas,Harris County,1
Texas,Hays County,1
Texas,Hidalgo County,1
Texas,Hutchinson County,1
Texas,Limestone County,1
Texas,Lubbock County,1
Texas,Marion County,1
Texas,Maverick County,1
Texas,McLennan County,1
Texas,Medina County,1
Texas,Montgomery County,1
Texas,Nolan County,1
Texas,Atascosa County,1
Tennessee,Williamson County,1
Tennessee,Shelby County,1
Tennessee,Rhea County,1
Puerto Rico,San Juan Municipio,1
STATE2_NAME,COUNTY2_NAME,1
South Carolina,Aiken County,1
South Carolina,Anderson County,1
South Carolina,Beaufort County,1
South Carolina,Berkeley County,1
South Carolina,Charleston County,1
South Carolina,Dorchester County,1
South Carolina,Greenville County,1
South Carolina,Jasper County,1
South Carolina,Richland County,1
South Carolina,Sumter County,1
South Dakota,Brookings County,1
South Dakota,Brown County,1
South Dakota,Codington County,1
South Dakota,Union County,1
Tennessee,Davidson County,1
Tennessee,Dickson County,1
Tennessee,Hamilton County,1
Tennessee,Knox County,1
Tennessee,Lake County,1
Tennessee,Maury County,1
Tennessee,Monroe County,1
Tennessee,Obion County,1
Tennessee,Putnam County,1
Texas,Nueces County,1
Texas,Smith County,1
Louisiana,Vernon Parish,1
Washington,King County,1
Virginia,Norfolk city,1
Virginia,Prince William County,1
Virginia,Richmond city,1
Virginia,Roanoke city,1
Virginia,Virginia Beach city,1
Virginia,York County,1
Washington,Benton County,1
Washington,Clallam County,1
Washington,Clark County,1
Washington,Franklin County,1
Washington,Grays Harbor County,1
Washington,Island County,1
Washington,Kitsap County,1
Texas,Tarrant County,1
Washington,Kittitas County,1
Washington,Pierce County,1
Washington,Skagit County,1
Washington,Snohomish County,1
Washington,Spokane County,1
Washington,Thurston County,1
Washington,Walla Walla County,1
Washington,Whatcom County,1
Washington,Whitman County,1
Washington,Yakima County,1
West Virginia,McDowell County,1
West Virginia,Putnam County,1
Virginia,Newport News city,1
Virginia,Martinsville city,1
Virginia,Lynchburg city,1
Virginia,Loudoun County,1
Texas,Travis County,1
Texas,Uvalde County,1
Texas,Washington County,1
Texas,Wichita County,1
Texas,Williamson County,1
Utah,Cache County,1
Utah,Davis County,1
Utah,Iron County,1
Utah,Salt Lake County,1
Utah,San Juan County,1
Utah,Summit County,1
Utah,Utah County,1
Utah,Wasatch County,1
Utah,Washington County,1
Utah,Weber County,1
Virginia,Albemarle County,1
Virginia,Alexandria city,1
Virginia,Amherst County,1
Virginia,Arlington County,1
Virginia,Charlottesville city,1
Virginia,Chesterfield County,1
Virginia,Essex County,1
Virginia,Fairfax County,1
Virginia,Hampton city,1
Virginia,Henrico County,1
Puerto Rico,Guaynabo Municipio,1
Puerto Rico,Bayam�n Municipio,1
Oregon,Yamhill County,1
Nevada,Lyon County,1
Montana,Lewis and Clark County,1
Montana,Missoula County,1
Montana,Yellowstone County,1
Nebraska,Douglas County,1
Nebraska,Lancaster County,1
Nebraska,Sarpy County,1
Nevada,Carson City,1
Nevada,Churchill County,1
Nevada,Clark County,1
Nevada,Douglas County,1
Nevada,Elko County,1
Nevada,Humboldt County,1
Nevada,Nye County,1
Oregon,Washington County,1
Nevada,Washoe County,1
New Mexico,Bernalillo County,1
New Mexico,Chaves County,1
New Mexico,Do�a Ana County,1
New Mexico,Otero County,1
New Mexico,Quay County,1
New Mexico,Rio Arriba County,1
New Mexico,San Juan County,1
New Mexico,Sandoval County,1
New Mexico,Santa Fe County,1
North Carolina,Alamance County,1
North Carolina,Buncombe County,1
Montana,Lake County,1
Montana,Hill County,1
Montana,Gallatin County,1
Montana,Flathead County,1
Maryland,Allegany County,1
Maryland,Anne Arundel County,1
Maryland,Baltimore County,1
Maryland,Baltimore city,1
Maryland,Howard County,1
Maryland,Montgomery County,1
Maryland,Prince George's County,1
Mississippi,Harrison County,1
Mississippi,Hinds County,1
Mississippi,Jones County,1
Mississippi,Lauderdale County,1
Mississippi,Tallahatchie County,1
Missouri,Boone County,1
Missouri,Greene County,1
Missouri,Howell County,1
Missouri,Jackson County,1
Missouri,Lawrence County,1
Missouri,Phelps County,1
Missouri,Pulaski County,1
Missouri,St. Louis County,1
Missouri,St. Louis city,1
Missouri,Webster County,1
Montana,Beaverhead County,1
Montana,Cascade County,1
Montana,Custer County,1
North Carolina,Carteret County,1
North Carolina,Chatham County,1
North Carolina,Craven County,1
Ohio,Logan County,1
Ohio,Lucas County,1
Ohio,Montgomery County,1
Ohio,Stark County,1
Ohio,Wood County,1
Oklahoma,Beckham County,1
Oklahoma,Cleveland County,1
Oklahoma,Comanche County,1
Oklahoma,Garfield County,1
Oklahoma,Jackson County,1
Oklahoma,Logan County,1
Oklahoma,McClain County,1
Oklahoma,Oklahoma County,1
Oklahoma,Payne County,1
Oklahoma,Tulsa County,1
Oregon,Benton County,1
Oregon,Clackamas County,1
Oregon,Deschutes County,1
Oregon,Douglas County,1
Oregon,Jackson County,1
Oregon,Josephine County,1
Oregon,Klamath County,1
Oregon,Lane County,1
Oregon,Malheur County,1
Oregon,Marion County,1
Oregon,Multnomah County,1
Ohio,Lorain County,1
Ohio,Licking County,1
North Carolina,Cumberland County,1
Ohio,Hamilton County,1
North Carolina,Durham County,1
North Carolina,Forsyth County,1
North Carolina,Guilford County,1
North Carolina,Henderson County,1
North Carolina,Iredell County,1
North Carolina,Johnston County,1
North Carolina,Lincoln County,1
North Carolina,Mecklenburg County,1
North Carolina,Moore County,1
North Carolina,Nash County,1
North Carolina,Onslow County,1
North Carolina,Orange County,1
North Carolina,Pamlico County,1
North Carolina,Richmond County,1
North Carolina,Union County,1
North Carolina,Wake County,1
North Carolina,Wayne County,1
North Dakota,Cass County,1
North Dakota,Stutsman County,1
Ohio,Butler County,1
Ohio,Champaign County,1
Ohio,Cuyahoga County,1
Ohio,Erie County,1
Ohio,Franklin County,1
Ohio,Greene County,1
Alabama,Autauga County,1
